unique_id,name,firstname,title,namesuffix,fblink1,fblink2,twlink,isListed,list_place,isDC,constituency,constituency_str,state,renewed_candidacy,party,sex,age,residence,birthplace,profession,author_id
2409,Korte,Jan,NA,NA,https://www.facebook.com/jankortemdb,https://www.facebook.com/jan.korte.5,https://twitter.com/jankortemdb,1,2,1,71,Anhalt,15,1,3,1,1977,Berlin,Osnabrück,MdB / Politikwissenschaftler (M. A.),4164673821
2410,Bull-Bischoff,Birke,NA,NA,https://www.facebook.com/birkebullbischoff.dielinke,NA,https://twitter.com/Birke_Bull,1,3,1,73,Burgenland – Saalekreis,15,0,3,0,1963,Halle (Saale),Weißenfels,Erziehungswissenschaftlerin / Soziologin,81394072
2411,Höhn,Matthias,NA,NA,https://www.facebook.com/matthiashoehn.dielinke,NA,https://twitter.com/MatthiasHoehn,1,4,1,66,Altmark,15,0,3,1,1975,Magdeburg,Stolberg,MdL,15686106
2412,Angern,Eva,NA,von,https://www.facebook.com/evavonangern.dielinke/,https://www.facebook.com/eva.vonangern,https://twitter.com/eva0112,1,5,1,69,Magdeburg,15,0,3,0,1976,Magdeburg,Magdeburg,MdL / Juristin,74135988
2415,Schillinger,Pia,NA,NA,https://www.facebook.com/pia.schillinger,NA,https://twitter.com/FrauPue,1,8,0,NA,NA,15,0,3,0,1996,Landsberg,Halle (Saale),Studentin,3180405304
2419,Sorge,Alexander,NA,NA,https://www.facebook.com/sorgealexander,https://www.facebook.com/LINKS.wo.das.Herz.schlaegt/,https://twitter.com/alexandersorge,0,NA,1,74,Mansfeld,15,0,3,1,1977,Bad Lauchstädt,Leipzig,selbst. Kommunikationsdesigner,190946174
2421,Pasemann,Frank,NA,NA,https://www.facebook.com/PasemannAfD,https://www.facebook.com/frank.pasemann.3,https://twitter.com/Frank_Pasemann,1,2,1,69,Magdeburg,15,0,7,1,1960,Magdeburg,Magdeburg,selbständig,1490376331
2422,Büttner,Matthias,NA,NA,https://www.facebook.com/Matthias.BuettnerAFD,NA,https://twitter.com/MatzeBuettner,1,3,1,66,Altmark,15,0,7,1,1990,Stendal,Stendal,Informatiker,735217925259431936
2423,Mrosek,Andreas,NA,NA,https://www.facebook.com/AndreasMrosek,https://www.facebook.com/mrosekandreas,https://twitter.com/mrosek1958,1,4,1,70,Dessau – Wittenberg,15,0,7,1,1958,Dessau-Roßlau,Dessau,MdL / Dipl.-Ing. für Schiffsführung,2618890032
2424,Gewiese,Uwe,NA,NA,https://www.facebook.com/Uwe.Gewiese.AfD,NA,https://twitter.com/UweGewiese,1,5,1,73,Burgenland – Saalekreis,15,0,7,1,1969,Kretzschau,Zeitz,Speditionskaufmann,757636848533565441
2425,Kumpf,Ronny,NA,NA,https://www.facebook.com/RonnyKumpfAfD,NA,https://twitter.com/RonnyKumpf,1,6,0,NA,NA,15,0,7,1,1976,Magdeburg,Magdeburg,Geschäftsführer,870557481675759616
2428,Schöndube,Sven,NA,NA,https://www.facebook.com/sven.schoendube,NA,https://twitter.com/crikey88,1,9,0,NA,NA,15,0,7,1,1988,Magdeburg,Magdeburg,Landschaftsplaner,353977020
2434,Ziegler,Kay-Uwe,NA,NA,https://www.facebook.com/ZieglerWaehlen,https://www.facebook.com/kayuwe.ziegler,https://twitter.com/KayUweZiegler71,0,NA,1,71,Anhalt,15,0,7,1,1963,Bitterfeld-Wolfen,Lutherstadt Eisleben,Geschäftsführer,846770487480995841
2440,Hirte,Christian,NA,NA,https://www.facebook.com/ChristianHirteMdB,NA,https://twitter.com/christianhirte,1,4,1,190,Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis,16,1,1,1,1976,Tiefenort,Bad Salzungen,Rechtsanwalt / Fachanwalt für Steuerrecht,37642893
2441,Schipanski,Tankred,NA,NA,https://www.facebook.com/T.Schipanski/,NA,https://twitter.com/tschipanski,1,5,1,192,Gotha – Ilm-Kreis,16,1,1,1,1976,Ilmenau,Leipzig,MdB / Rechtsanwalt,39938182
2449,Groß,Evelin Susanne,NA,NA,https://www.facebook.com/gothas.stimme,NA,https://twitter.com/evelingross,1,13,0,NA,NA,16,0,1,0,1958,Hörsel,Eisenach,Dipl.-Betriebswirtin,628338181
2451,Hauptmann,Mark,NA,NA,https://www.facebook.com/mark.hauptmann.cdu/,https://www.facebook.com/mark.hauptmann,https://twitter.com/markhauptmann,0,NA,1,196,Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg,16,1,1,1,1984,Suhl,Weimar,MdB / Politikwissenschaftler,1370491088
2452,Schneider,Carsten,NA,NA,https://www.facebook.com/schneidercar,NA,https://twitter.com/schneidercar,1,1,1,193,Erfurt – Weimar – Weimarer Land II,16,1,2,1,1976,Erfurt,Erfurt,Bankkaufmann,96783215
2454,Matschie,Christoph,NA,NA,https://www.facebook.com/matschie/,NA,https://twitter.com/matschie,1,3,1,191,Jena – Sömmerda – Weimarer Land I,16,0,2,1,1961,Jena,Mühlhausen,Theologe,19286748
2456,Lemme,Steffen-Claudio,NA,NA,https://www.facebook.com/steffenlemme,NA,https://twitter.com/SCLemme,1,5,1,189,Eichsfeld – Nordhausen – Kyffhäuserkreis,16,1,2,1,1965,Erfurt,Erfurt,Betriebswirt (VWA),26102710
2463,Kemmerich,Thomas L.,NA,NA,https://www.facebook.com/KemmerichThomasL,https://www.facebook.com/ThomasL.Kemmerich,https://twitter.com/kemmerichthl,1,1,1,193,Erfurt – Weimar – Weimarer Land II,16,0,6,1,1965,Erfurt,Aachen,Unternehmer,22755312
2469,Krügel,Ronald,NA,NA,https://www.facebook.com/Ronald-Krügel-371088293264033,https://www.facebook.com/ronald.krugel.1,https://twitter.com/RonaldKruegel,1,7,1,189,Eichsfeld – Nordhausen – Kyffhäuserkreis,16,0,6,1,1984,Gernrode,Leinefelde,Versicherungsfachmann,810493611288707072
2470,Schröder,Lars Christian,NA,NA,https://www.facebook.com/Lars.Chr.Schroeder,https://www.facebook.com/lars.christian.schroeder,https://twitter.com/larsschroeder,1,8,1,190,Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis,16,0,6,1,1967,Eisenach,Frankfurt am Main,Informatiker,3198940125
2479,Göring-Eckardt,Katrin,NA,NA,https://www.facebook.com/GoeringEckardt/,NA,https://twitter.com/goeringeckardt,1,1,1,193,Erfurt – Weimar – Weimarer Land II,16,1,4,0,1966,Nesse-Apfelstädt,Friedrichroda,MdB,626287930
2480,Kobelt,Roberto,NA,NA,https://www.facebook.com/roberto.kobelt,https://www.facebook.com/Roberto-Kobelt-1612304195700703/,https://twitter.com/RobertoKobelt,1,2,1,196,Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg,16,0,4,1,1976,Erfurt,Jena,Architekt,3543305955
2481,Erben,Stephanie,NA,NA,https://www.facebook.com/Stephanie-Erben-293587704405629/,NA,https://twitter.com/StephanieErben,1,3,1,195,Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis,16,0,4,0,1971,Rudolstadt,Riesa,Kulturmanagerin,1147508358
2482,Leps,Andreas,NA,NA,https://www.facebook.com/andreas.leps.33,NA,https://twitter.com/andreas_leps,1,4,1,194,Gera – Greiz – Altenburger Land,16,0,4,1,1970,Weimar,Lutherstadt Wittenberg,Historiker,3598952537
2483,Henfling,Madeleine,NA,NA,https://www.facebook.com/madeleine.henfling.7,https://www.facebook.com/madeleinehenfling/,https://twitter.com/henfling_m,1,5,0,NA,NA,16,0,4,0,1983,Ilmenau,Ilmenau,MdL,195792700
2484,Hundertmark,Andreas,NA,NA,https://www.facebook.com/andreas.hundertmark,NA,https://twitter.com/a_hundert,1,6,1,190,Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis,16,0,4,1,1973,Buttlar,Vacha,Dipl.-Ing. Energie- und Verfahrenstechnik,302842244
2485,Rothe-Beinlich,Astrid,NA,NA,https://www.facebook.com/astrid.rothebeinlich,NA,https://twitter.com/Astrid_RB,1,7,0,NA,NA,16,0,4,0,1973,Erfurt,Leipzig,Angestellte,34257654
2486,Schlegel,Matthias,NA,NA,https://www.facebook.com/mat.schlegel,https://www.facebook.com/MatthiasRSchlegel/,https://twitter.com/matschlegel,1,8,1,192,Gotha – Ilm-Kreis,16,0,4,1,1965,Frankenhain,Münchberg,Wirtschaftsingenieur,10299862
2493,Renner,Martina,NA,NA,https://www.facebook.com/martinarennermdb,https://www.facebook.com/martina.renner67,https://twitter.com/MartinaRenner,1,1,1,193,Erfurt – Weimar – Weimarer Land II,16,1,3,0,1967,Amt Wachsenburg,Mainz,MdB / wiss. Mitarbeiterin,68920005
2496,Tempel,Frank,NA,NA,https://www.facebook.com/franktempelmdb/,https://www.facebook.com/frank.tempel.3,https://twitter.com/frank_tempel,1,4,1,194,Gera – Greiz – Altenburger Land,16,1,3,1,1969,Nobitz,Belzig,MdB / Polizeibeamter,730695836288585728
2498,Harzer,Steffen Martin,NA,NA,https://www.facebook.com/steffen.harzer.3,NA,https://twitter.com/harzerkas,1,6,1,196,Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg,16,0,3,1,1960,Hildburghausen,Eisfeld,Dipl.-Ing. Maschinenbau (FH) / Verwaltungsfachwirt,122405716
2505,Brandner,Stephan,NA,NA,https://www.facebook.com/brandnerimlandtag,https://www.facebook.com/stephan.brandner,https://twitter.com/stbrandner,1,1,1,193,Erfurt – Weimar – Weimarer Land II,16,0,7,1,1966,Gera,Herten,Rechtsanwalt,713361366858481664
2515,Kaufmann,Michael Heinz,Prof. Dr.,NA,https://www.facebook.com/michael.kaufmann.393,https://www.facebook.com/AfDKaufmann/,https://twitter.com/kaufmannafd,0,NA,1,195,Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis,16,0,7,1,1964,Jena,Gera,Ingenieur,1595763756
