unique_id,name,firstname,title,namesuffix,fblink1,fblink2,twlink,isListed,list_place,isDC,constituency,constituency_str,state,renewed_candidacy,party,sex,age,residence,birthplace,profession,author_id
1742,Wagner,Andreas,NA,NA,https://www.facebook.com/DieLinke.AndreasWagner,https://www.facebook.com/andreas.wagner.10485,https://twitter.com/Andi_Wagner,1,6,1,223,Bad Tölz-Wolfratshausen – Miesbach,9,0,3,1,1972,Geretsried,Bad Tölz,Heilerziehungspfleger,235703405
1746,Hintermayr,Frederik,NA,NA,https://www.facebook.com/FrederikHintermayr/,https://www.facebook.com/f.m.hintermayr,https://twitter.com/HintermayrFred,1,10,1,252,Augsburg-Stadt,9,0,3,1,1992,Augsburg,Augsburg,Gesundheits- und Krankenpfleger,869930784874004480
1747,Kellermann,Yenni Carina,NA,NA,https://www.facebook.com/KellermannYenni/,https://www.facebook.com/yenni.kellermann,https://twitter.com/KellermannYenni,1,11,1,227,Deggendorf,9,0,3,0,1983,Deggendorf,"Puerto Plata, Dom. Rep.",Verkäuferin,2431595309
1748,Sommerer,Sebastian,NA,NA,https://www.facebook.com/sebastiansommererdielinke,NA,https://twitter.com/SebastianSomm,1,12,1,237,Bayreuth,9,0,3,1,1993,Tröstau,Münchberg,Student,2415600838
1759,Gürpinar,Ates,NA,NA,https://www.facebook.com/ates.gurpinar.1,NA,https://twitter.com/AtesGuerpinar,0,NA,1,217,München-Nord,9,0,3,1,1984,München,Darmstadt,Medienwissenschaftler,833040538370719746
1760,Lehmann,Dominik,NA,NA,https://www.facebook.com/DomLehmannDIELINKE/,https://www.facebook.com/dominik.lehmann.96,https://twitter.com/dom_lehmann,0,NA,1,220,München-West/Mitte,9,0,3,1,1982,München,München,Dipl.-Sozialpädagoge,806961710
1772,Haupt,Niklas,NA,NA,NA,NA,https://twitter.com/haupt_niklas,0,NA,1,243,Fürth,9,0,3,1,1986,Fürth,Nürnberg,Student,786478974335651840
1786,Boehringer,Peter Christian Pascal,NA,NA,https://www.facebook.com/Peter.BoehringerCom,https://www.facebook.com/peter.boringer.7,https://twitter.com/PeterBoehringer,1,2,1,232,Amberg,9,0,7,1,1969,München,Schwäbisch Gmünd,Kaufmann / Wirtschaftspublizist,99268600
1787,Miazga,Corinna,NA,NA,https://www.facebook.com/corinna.miazga,NA,https://twitter.com/CorinnaMiazga,1,3,0,NA,NA,9,0,7,0,1983,Straubing,Oldenburg,Angestellte,868762469115846657
1792,Otten,Gerold Joachim,NA,NA,https://www.facebook.com/gerold.otten.3,NA,https://twitter.com/ttte94,1,8,1,221,München-Land,9,0,7,1,1955,Putzbrunn,Lübberstedt,Major a. D. / Oberst d. R.,1534201208
1795,Peterka,Tobias Matthias,NA,NA,https://www.facebook.com/tobias.petrarca,NA,https://twitter.com/TobiasMPeterka,1,11,1,237,Bayreuth,9,0,7,1,1982,Bayreuth,Achern,Dipl.-Jurist,2496104640
1806,Normann,Johannes Gerhard,NA,NA,https://www.facebook.com/johannes.normann.3,https://www.facebook.com/profile.php?id=100009333114301,https://twitter.com/JohannesNormann,1,22,0,NA,NA,9,0,7,1,1968,Mömbris,Alzenau,Bankkaufmann,472447110
1808,Reuter,Andreas Michael,NA,NA,NA,NA,https://twitter.com/ReuterAndreas,1,24,0,NA,NA,9,0,7,1,1971,München,München,Dipl.-Ing. Fahrzeugtechnik,93881135
1819,Ebner-Steiner,Katrin,NA,NA,https://de-de.facebook.com/Ebner.Steiner.Katrin/,NA,https://twitter.com/kebnersteiner,0,NA,1,227,Deggendorf,9,0,7,0,1978,Metten,Deggendorf,Bilanzbuchhalterin (IHK),703857783951601664
1840,Bär,Dorothee,NA,NA,https://www.facebook.com/DorotheeBaerMdB,NA,https://twitter.com/DoroBaer,1,3,1,248,Bad Kissingen,9,1,5,0,1978,Ebelsbach,Bamberg,MdB / parl. Staatssekretärin,140821364
1847,Weisgerber,Anja,Dr.,NA,https://www.facebook.com/anjaweisgerber,NA,https://twitter.com/anjaweisgerber,1,10,1,250,Schweinfurt,9,1,5,0,1976,Schwebheim,Schweinfurt,MdB / Rechtsanwältin,133770069
1848,Müller,Stefan,NA,NA,https://www.facebook.com/smuellermdb,https://www.facebook.com/profile.php?id=100007993937061,https://twitter.com/smuellermdb,1,11,1,242,Erlangen,9,1,5,1,1975,Großenseebach,Neustadt a.d.Aisch,MdB / parl. Staatssekretär,17960911
1851,Lindholz,Andrea,NA,NA,https://www.facebook.com/andrea.lindholz,https://www.facebook.com/profile.php?id=100003798205498,https://twitter.com/AndreaLindholz,1,14,1,247,Aschaffenburg,9,1,5,0,1970,Goldbach,Bonn,MdB / Rechtsanwältin,1446031532
1852,Michelbach,Hans Georg,Dr. h. c.,NA,https://www.facebook.com/HansMichelbach,NA,https://twitter.com/hans_michelbach,1,15,1,238,Coburg,9,1,5,1,1949,Coburg,Gemünden a.Main,MdB,824221646290616321
1855,Launert,Silke,Dr.,NA,https://www.facebook.com/launert.silke,NA,https://twitter.com/DrLaunert,1,18,1,237,Bayreuth,9,1,5,0,1976,Bayreuth,Stadtsteinach,MdB,4926993244
1856,Staffler,Katrin,NA,NA,https://www.facebook.com/katrinstaffler,NA,https://twitter.com/katrin_staffler,1,19,1,215,Fürstenfeldbruck,9,0,5,0,1981,Türkenfeld,Dachau,Biochemikerin (M. Sc.),825019912083038208
1858,Frieser,Michael,NA,NA,https://www.facebook.com/michael.frieser.csu,NA,https://twitter.com/MichaelFrieser,1,21,1,245,Nürnberg-Süd,9,1,5,1,1964,Nürnberg,Nürnberg,MdB / Rechtsanwalt,4577700622
1860,Pilsinger,Stephan,NA,NA,https://www.facebook.com/StephanNPilsinger,NA,https://twitter.com/StephPilsinger,1,23,1,220,München-West/Mitte,9,0,5,1,1987,München,München,Arzt,819914159915667456
1861,Kuffer,Michael,NA,NA,https://www.facebook.com/kufferm,https://www.facebook.com/michael.kuffer,https://twitter.com/MichaelKuffer,1,24,1,219,München-Süd,9,0,5,1,1972,München,München,Rechtsanwalt,4249342037
1862,Ullrich,Volker Michael,Dr.,NA,https://www.facebook.com/ullrich.volker,NA,https://twitter.com/VolkerUllrich,1,25,1,252,Augsburg-Stadt,9,1,5,1,1975,Augsburg,Illertissen,MdB / Jurist,28446356
1863,Freudenstein,Astrid,Dr.,NA,https://www.facebook.com/astridfreudenstein,https://www.facebook.com/profile.php?id=100008198103721,https://twitter.com/dieFreudenstein,1,26,0,NA,NA,9,1,5,0,1973,Regensburg,Griesbach i.Rottal,MdB,704024372940513280
1865,Fabritius,Bernd-Bernhard,Dr.,NA,https://www.facebook.com/mdb.fabritius,https://www.facebook.com/bernd.fabritius.7,https://twitter.com/BerndFabritius,1,28,0,NA,NA,9,1,5,1,1965,München,Agnetheln,MdB / Rechtsanwalt,493229926
1866,Albsteiger,Katrin,NA,NA,https://www.facebook.com/katrin.albsteiger,NA,https://twitter.com/dieAlbsteigerin,1,29,0,NA,NA,9,1,5,0,1983,Neu-Ulm,Ulm,MdB / Politologin,429357796
1868,Zollner,Gudrun Anna Therese,NA,NA,https://www.facebook.com/gudrun.zollner,https://www.facebook.com/mdb.gudrun.zollner,https://twitter.com/GudrunZollner,1,31,0,NA,NA,9,1,5,0,1960,Wallersdorf,Straubing,MdB,2573238432
1869,Obermeier,Julia Stephanie,NA,NA,https://www.facebook.com/obermeier.julia,NA,https://twitter.com/Julia_Obermeier,1,32,0,NA,NA,9,1,5,0,1984,München,München,MdB,2175692210
1870,Eberl,Iris Maria,NA,NA,https://www.facebook.com/Eberl.Iris,https://www.facebook.com/IrisEberlMdB/,https://twitter.com/IrisEberl,1,33,0,NA,NA,9,1,5,0,1958,Aichach,Hörzhausen (jetzt Schrobenhausen),MdB / Gymnasiallehrerin,4782890181
1872,Rupprecht,Albert,NA,NA,https://www.facebook.com/AlbertRupprechtMdB,NA,https://twitter.com/are_rupprecht,1,35,1,235,Weiden,9,1,5,1,1968,Waldthurn,Vohenstrauß,MdB,811293851675660291
1874,Hahn,Florian Peter,NA,NA,https://www.facebook.com/florian.hahn.3766,NA,https://twitter.com/hahnflo,1,37,1,221,München-Land,9,1,5,1,1974,Putzbrunn,München,MdB,403735368
1882,Frauendorfer,Michaela Gertraud Anna,NA,NA,https://www.facebook.com/michaela.frauendorfer,NA,https://twitter.com/MiFrauendorfer,1,45,0,NA,NA,9,0,5,0,1965,Amberg,Amberg,Staatsanwältin als Gruppenleiterin,869927256566767616
1884,Geissler,Jonas Alexander Tecumseh,NA,NA,https://www.facebook.com/jonas.a.t.geissler,NA,https://twitter.com/GeisslerJonas,1,47,0,NA,NA,9,0,5,1,1984,Kronach,Isny im Allgäu,polit. Referent,3375074608
1885,Kluge,Stefan Johannes,Dr.,NA,https://www.facebook.com/StefanKlugeLandshut,https://www.facebook.com/stefan.kluge.3745,https://twitter.com/StefanKluge,1,48,0,NA,NA,9,0,5,1,1968,Landshut,Landshut,Dipl.-Chemiker (Univ.),713011745
1889,Hoheisel,Florian Peter,NA,NA,https://www.facebook.com/florian.hoheisel,NA,https://twitter.com/HoheiselFlo,1,52,0,NA,NA,9,0,5,1,1988,Nittendorf,Regensburg,Industriemeister,507379843
1890,Matulla,Daniel Alexander,NA,NA,https://www.facebook.com/dmatulla,NA,https://twitter.com/DanielMatulla,1,53,0,NA,NA,9,0,5,1,1988,Roth,Emmendingen,Politikwissenschaftler,515299955
1891,Wucherer,Matthias,Dr.,NA,https://www.facebook.com/matthias.wucherer,NA,https://twitter.com/derStaufner,1,54,0,NA,NA,9,0,5,1,1980,Oberstaufen,Oberstdorf,Dipl.-Biologe,636922861
1895,Weber,Fabian Maximilian,NA,NA,https://www.facebook.com/fabianmweber,NA,https://twitter.com/DerFabiWeber,1,58,0,NA,NA,9,0,5,1,1985,Ebern,Lichtenfels,Fachwirt für Versicherungen und Finanzen,3244619908
1901,Ehrenhuber,Martin,NA,NA,https://www.facebook.com/martin.ehrenhuber,NA,https://twitter.com/ehrenhuber,1,64,0,NA,NA,9,0,5,1,1972,Münsing,München,Dipl.-Ingenieur,248226482
1902,Scholl,Manfred,NA,NA,https://www.facebook.com/ma.scholl,NA,https://twitter.com/scholl_ma,1,65,0,NA,NA,9,0,5,1,1969,Dinkelsbühl,Dinkelsbühl,Bundeswehroffizier,770209772952023040
1906,Ehlers,Alexander Paul Friedrich,NA,NA,https://www.facebook.com/alexander.ehlers.90,NA,https://twitter.com/AlexanderEhlers,1,69,0,NA,NA,9,0,5,1,1955,München,Berlin,Fachanwalt für Medizinrecht,308457041
1907,Liebhardt,Bernd Wolfgang,NA,NA,https://www.facebook.com/BerndLiebhardtCSU,NA,https://twitter.com/berndliebhardt,1,70,0,NA,NA,9,0,5,1,1977,Kronach,Kronach,Rechtsanwalt,98650391
1913,Lenz,Andreas,Dr.,NA,https://www.facebook.com/andreas.lenz.bundestag/,NA,https://twitter.com/DerLenzMdB,0,NA,1,213,Erding – Ebersberg,9,1,5,1,1981,Frauenneuharting,Ebersberg,MdB,3635730797
1916,Stefinger,Wolfgang,Dr.,NA,https://www.facebook.com/StefingerMdB/,https://www.facebook.com/wolfgang.stefinger,https://twitter.com/StefingerMdB,0,NA,1,218,München-Ost,9,1,5,1,1985,München,München,MdB / Betriebswirt,4866955749
1917,Radwan,Alexander Gamal,NA,NA,https://www.facebook.com/alexanderradwanmdb/,NA,https://twitter.com/AlexanderRadwan,0,NA,1,223,Bad Tölz-Wolfratshausen – Miesbach,9,1,5,1,1964,Rottach-Egern,München,MdB,2831760211
1919,Oßner,Florian,NA,NA,https://www.facebook.com/ossner1,NA,https://twitter.com/Florian_Ossner,0,NA,1,228,Landshut,9,1,5,1,1980,Velden,Vilsbiburg,Dipl.-Volkswirt (Univ.),1294532364
1928,Altmaier,Peter,NA,NA,https://www.facebook.com/peter.altmaier,NA,https://twitter.com/peteraltmaier,1,1,1,297,Saarlouis,10,1,1,1,1958,Rehlingen-Siersburg,Ensdorf / Saar,Jurist,378693834
1929,Schön,Nadine,NA,NA,https://www.facebook.com/schoen.nadine/,https://www.facebook.com/nadine.schon.3382,https://twitter.com/NadineSchoen,1,2,1,298,St. Wendel,10,1,1,0,1983,Tholey,Lebach,MdB / Dipl.-Juristin,41840905
1930,Wegner,Bernd Willi,NA,NA,https://www.facebook.com/wegnerbernd,https://www.facebook.com/bernd.wegner.9,https://twitter.com/wegner_bernd,1,3,1,296,Saarbrücken,10,0,1,1,1957,Riegelsberg,Saarbrücken,Geschäftsführer,2435282451
1931,Uhl,Markus Alexander,NA,NA,https://www.facebook.com/uhlmarkus,NA,https://twitter.com/uhl_markus,1,4,1,299,Homburg,10,1,1,1,1979,Homburg,Köln,Dipl.-Kaufmann,1391875208
1935,Eitel,Henrik,NA,NA,https://www.facebook.com/henrikeitel,NA,https://twitter.com/henrikeitel,1,8,0,NA,NA,10,0,1,1,1977,Neunkirchen,Zweibrücken,Abteilungsleiter,19759833
1944,Ringe,Markus Benjamin,NA,NA,https://www.facebook.com/mringe81,NA,https://twitter.com/markusringe,1,17,0,NA,NA,10,0,1,1,1981,Lebach,Saarbrücken,Dipl.-Verwaltungsfachwirt,432506627
1947,Engel,Johannes,NA,NA,https://www.facebook.com/johannesengel7777,NA,https://twitter.com/JohannesEngel,1,20,0,NA,NA,10,0,1,1,1993,Blieskastel,St. Ingbert,Student,174424657
1949,Maas,Heiko Josef,NA,NA,https://www.facebook.com/heiko.maas.98/,NA,https://twitter.com/HeikoMaas,1,1,1,297,Saarlouis,10,0,2,1,1966,Saarbrücken,Saarlouis,Jurist,24158261
1951,Petry,Christian,NA,NA,https://www.facebook.com/christianpetry/,NA,https://twitter.com/cpetrymdb,1,3,1,298,St. Wendel,10,1,2,1,1965,Illingen,Neunkirchen,Dipl.-Verwaltungswirt,64159881
1953,Limbacher,Esra-Leon Ruben,NA,NA,https://www.facebook.com/esralimbacher/,NA,https://twitter.com/esralimbacher,1,5,1,299,Homburg,10,0,2,1,1989,Kirkel,Wiesbaden,Jurist,19139341
1964,Luksic,Oliver,NA,NA,https://www.facebook.com/OlliLuksic,https://www.facebook.com/oliver.luksic,https://twitter.com/OlliLuksic,1,1,1,298,St. Wendel,10,0,6,1,1979,Heusweiler,Saarbrücken,Unternehmensberater,21144568
1967,Habel,Peter Markus,NA,NA,https://www.facebook.com/peter.habel.fdp,https://www.facebook.com/peter.habel.5,https://twitter.com/peter_habel,1,4,1,299,Homburg,10,0,6,1,1963,Neunkirchen,Neunkirchen (Saar),Architekt,872144292193632258
1973,Armbrüster,Ralf,NA,NA,https://www.facebook.com/ralf.armbruester,NA,https://twitter.com/ralfarmbruester,1,10,0,NA,NA,10,0,6,1,1970,Blieskastel,Landau in der Pfalz,IT-Unternehmer,48970018
1974,Tressel,Markus Stefan,NA,NA,http://www.facebook.com/markus.tressel,https://www.facebook.com/Markus-Tressel-207677754307/,https://twitter.com/markustressel,1,1,1,297,Saarlouis,10,1,4,1,1977,Saarlouis,Saarlouis,MdB,2306519694
1975,Schöpfer,Tina,NA,NA,https://www.facebook.com/tina.schoepfer1,https://www.facebook.com/tina.schoepfer,https://twitter.com/Tinaschoepfer,1,2,0,NA,NA,10,0,4,0,1975,Neunkirchen,Ottweiler,Politikwissenschaftlerin,753333833496420353
1979,Sendelbach,Klara,NA,NA,https://www.facebook.com/klara.sb.3,NA,https://twitter.com/klaras_b,1,6,0,NA,NA,10,0,4,0,1998,Saarbrücken,Saarbrücken,Schülerin,4202903799
1982,Lutze,Thomas,NA,NA,https://www.facebook.com/thlutze,https://www.facebook.com/thomas.lutze.sb,https://twitter.com/thlutze,1,1,0,NA,NA,10,1,3,1,1969,Saarbrücken,Elsterwerda,MdB / Maschinenbauer,3667108397
1985,Borchart,Sebastian Oliver,NA,NA,https://www.facebook.com/sebastian.borchart,NA,https://twitter.com/SeBorchart,1,4,0,NA,NA,10,0,3,1,1990,Völklingen,Saarlouis,Industriemechaniker,3650799327
1986,Weisenstein,Lena,NA,NA,https://www.facebook.com/lena.weisenstein,NA,https://twitter.com/lenaweisenstei1,1,5,0,NA,NA,10,0,3,0,1994,Wadgassen,Delmenhorst,Industriemechanikerin,3405325767
1987,Hill,Hans-Kurt,NA,NA,https://www.facebook.com/hanskurt.hill,NA,https://twitter.com/hanskurthill,1,6,0,NA,NA,10,0,3,1,1950,Heusweiler,Heusweiler,Kaufmann,26755780
2001,Wegner,Kai,NA,NA,https://www.facebook.com/kai.wegner2.0,https://www.facebook.com/kai.wegner.71,https://twitter.com/kaiwegner,1,2,1,78,Berlin-Spandau – Charlottenburg Nord,11,1,1,1,1972,Berlin,Berlin,MdB / Versicherungskaufmann,39999872
2002,Luczak,Jan-Marco,Dr.,NA,https://www.facebook.com/JanMarcoLuczakMdB/,https://www.facebook.com/janmarco.luczak,https://twitter.com/JM_Luczak,1,3,1,81,Berlin-Tempelhof-Schöneberg,11,1,1,1,1975,Berlin,Berlin,Rechtsanwalt,22908417
2005,Schwarzer,Christina,NA,NA,https://www.facebook.com/cdu.schwarzer,www.facebook.com/christina.schwarzer.37,https://twitter.com/tinaschwarzer,1,6,1,82,Berlin-Neukölln,11,1,1,0,1976,Berlin,Berlin,MdB / Rechtsanwalts- und Notarfachangestellte,359327259
2013,Henke,Christina,NA,NA,https://www.facebook.com/christinahenkeberlin,NA,https://twitter.com/christina_henke,1,14,0,NA,NA,11,0,1,0,1984,Berlin,"Charkow, Ukraine",Lehrerin / Studienassessorin,2981512727
2016,Steffel,Frank,Dr.,NA,http://www.facebook.com/franksteffel,NA,http://www.twitter.com/franksteffel,0,NA,1,77,Berlin-Reinickendorf,11,1,1,1,1966,Berlin,Berlin,Dipl.-Kaufmann,26869088
2018,Högl,Eva,Dr.,NA,https://www.facebook.com/eva.hoegl/,NA,https://twitter.com/evahoegl,1,1,1,75,Berlin-Mitte,11,1,2,0,1969,Berlin,Osnabrück,MdB / Juristin,35846585
2020,Kiziltepe,Cansel,NA,NA,https://www.facebook.com/CanselBerlin,https://www.facebook.com/CanselKiziltepe/,https://twitter.com/canselk,1,3,1,83,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,11,1,2,0,1975,Berlin,Berlin,MdB / Dipl.-Volkswirtin,23248102
2021,Mindrup,Klaus,NA,NA,https://www.facebook.com/klausmindrupmdb/,NA,https://twitter.com/KlausMindrup,1,4,1,76,Berlin-Pankow,11,1,2,1,1964,Berlin,Lienen,MdB / Dipl.-Biologe,845282647261761536
2022,Rawert,Mechthild,NA,NA,https://www.facebook.com/mechthild.rawert,https://www.facebook.com/Mechthild.direkt/,https://twitter.com/MechthildRawert,1,5,1,81,Berlin-Tempelhof-Schöneberg,11,1,2,0,1957,Berlin,Coesfeld,MdB / Dipl.-Pädagogin,37438947
2023,Renner,Tim,NA,NA,https://www.facebook.com/TimRennerCW/,https://www.facebook.com/tim.renner1,https://twitter.com/rennersen,1,6,1,80,Berlin-Charlottenburg-Wilmersdorf,11,0,2,1,1964,Berlin,Berlin,Musikproduzent / Kulturstaatssekretär a. D.,37410223
2025,Hönicke,Kevin,NA,NA,https://www.facebook.com/Hoenicke.Kevin/,https://www.facebook.com/Kev.Hoen,https://twitter.com/kevinhoenicke,1,8,1,86,Berlin-Lichtenberg,11,0,2,1,1984,Berlin,Berlin,Lehrer,22692747
2027,Schmidt,Matthias,NA,NA,https://www.facebook.com/mdb.schmidt,https://www.facebook.com/Matthias.Schmidt.Berlin,https://twitter.com/mdb_schmidt,1,10,1,84,Berlin-Treptow-Köpenick,11,1,2,1,1963,Berlin,Homberg,MdB / Beamter,704243557700411393
2028,Loth,Barbara Eva,NA,NA,https://www.facebook.com/barbara.loth/,https://www.facebook.com/profile.php?id=100005163946933,https://twitter.com/barbara1loth,1,11,0,NA,NA,11,0,2,0,1957,Berlin,Duisburg,Rechtsanwältin,953986027
2029,Karge,Thorsten,NA,NA,https://www.facebook.com/ThorstenKargeSPD/,https://www.facebook.com/thorsten.karge,https://twitter.com/tkarge,1,12,1,77,Berlin-Reinickendorf,11,0,2,1,1964,Berlin,Berlin,Dipl.-Wirtschaftsingenieur,284692712
2033,Felgentreu,Fritz,Dr.,NA,https://www.facebook.com/fritz.felgentreu.9,https://www.facebook.com/fritz.felgentreu/,https://twitter.com/fritzfelgentreu,0,NA,1,82,Berlin-Neukölln,11,1,2,1,1968,Berlin,Kiel,MdB / klassischer Philologe / Lehrer,2805274855
2035,Kluckert,Daniela,NA,NA,https://www.facebook.com/kluckert.daniela/,NA,https://twitter.com/DanielaKluckert,1,2,1,76,Berlin-Pankow,11,0,6,0,1980,Berlin,Nürnberg,Dipl.-Volkswirtin / Ministerialreferentin,28327765
2037,Hüttl,Juliane,NA,NA,https://www.facebook.com/jule.huttl,NA,https://twitter.com/j_huettl,1,4,1,77,Berlin-Reinickendorf,11,0,6,0,1988,Berlin,Berlin,Studentin,2181095120
2038,Rogat,Roman-Francesco,NA,NA,https://www.facebook.com/roman.francesco1337,https://www.facebook.com/RomanFrancescoRogat/,https://twitter.com/romansen1337,1,5,1,85,Berlin-Marzahn-Hellersdorf,11,0,6,1,1989,Berlin,Berlin,IT-Systemkaufmann,895848559
2039,Ziolkowski,Katharina,Dr.,NA,NA,NA,https://twitter.com/ziolkowski2017,1,6,1,75,Berlin-Mitte,11,0,6,0,1973,Berlin,"Bromberg, Polen",Beamtin / Volljuristin,825417740496334848
2042,Gawlitza,Dirk,NA,NA,https://www.facebook.com/dirk.gawlitza,https://www.facebook.com/gawlitza.berlin/,https://twitter.com/dirkgawlitza,1,9,1,86,Berlin-Lichtenberg,11,0,6,1,1977,Berlin,Jena,Unternehmer,34916790
2043,Zabel,Johannes,NA,NA,https://www.facebook.com/james.zabel.33,NA,https://twitter.com/james_zabel,1,10,0,NA,NA,11,0,6,1,1995,Berlin,Berlin,Student,924277800
2044,Bräuniger,Darija,NA,NA,https://www.facebook.com/profile.php?id=100008388941319,https://www.facebook.com/harrowna,https://twitter.com/harrowna,1,11,0,NA,NA,11,0,6,0,1987,Berlin,Berlin,Strategieberaterin,32313304
2046,Fresdorf,Paul,NA,NA,https://www.facebook.com/PaulFresdorfFDP/,https://www.facebook.com/paul.fresdorf,https://twitter.com/paulfresdorf,0,NA,1,78,Berlin-Spandau – Charlottenburg Nord,11,0,6,1,1977,Berlin,Berlin,Dipl.-Wirtschaftsjurist (FH),45516372
2048,Paus,Elisabeth (Lisa),NA,NA,https://www.facebook.com/lisa.paus/,NA,https://twitter.com/lisapaus,1,1,1,80,Berlin-Charlottenburg-Wilmersdorf,11,1,4,0,1968,Berlin,Altenrheine (jetzt Rheine),MdB / Dipl.-Volkswirtin,569166756
2049,Gelbhaar,Stefan,NA,NA,https://www.facebook.com/prenzlauer22/,https://www.facebook.com/stefan.gelbhaar,https://twitter.com/stefangelbhaar,1,2,1,76,Berlin-Pankow,11,0,4,1,1976,Berlin,Berlin,MdAB / Rechtsanwalt,426582569
2050,Künast,Renate,NA,NA,https://www.facebook.com/renate.kuenast/,NA,https://twitter.com/renatekuenast,1,3,1,81,Berlin-Tempelhof-Schöneberg,11,1,4,0,1955,Berlin,Recklinghausen,Rechtsanwältin,1425265488
2051,Mutlu,Özcan,NA,NA,https://www.facebook.com/MutluOezcanBundestag/,NA,https://twitter.com/oezcanmutlu,1,4,1,75,Berlin-Mitte,11,1,4,1,1968,Berlin,"Kelkit, Türkei",MdB / Dipl.-Ing. Nachrichtentechnik,73088949
2052,Dornheim,Laura,Dr.,NA,https://www.facebook.com/lsdornheim,NA,https://twitter.com/schwarzblond,1,5,0,NA,NA,11,0,4,0,1983,Berlin,Dachau,Unternehmensberaterin,402220351
2053,Marquardt,Erik,NA,NA,https://www.facebook.com/ErikMarquardtde/,NA,https://twitter.com/erikmarquardt,1,6,1,84,Berlin-Treptow-Köpenick,11,0,4,1,1987,Berlin,Neubrandenburg,Fotograf,149441850
2058,Remlinger,Stefanie,NA,NA,https://www.facebook.com/stefanie.remlinger,NA,https://twitter.com/StefRemlinger,0,NA,1,77,Berlin-Reinickendorf,11,0,4,0,1970,Berlin,Ellwangen,Dipl.-Kulturwirtin,2172431544
2059,Jarasch,Bettina,NA,NA,https://www.facebook.com/bettina.jarasch,NA,https://twitter.com/Bettina_Jarasch,0,NA,1,78,Berlin-Spandau – Charlottenburg Nord,11,0,4,0,1968,Berlin,Haunstetten (jetzt Augsburg),MdAB / Redakteurin,748783193931653121
2060,Aykal,Urban,NA,NA,https://www.facebook.com/urban.aykal,NA,https://twitter.com/urban_aykal,0,NA,1,79,Berlin-Steglitz-Zehlendorf,11,0,4,1,1974,Berlin,Berlin,Politologe,4099588474
2061,Kahlefeld,Susanna,Dr.,NA,https://www.facebook.com/Susanna-Kahlefeld-Seite-958456700918659/,NA,https://twitter.com/s_kahlefeld,0,NA,1,82,Berlin-Neukölln,11,0,4,0,1964,Berlin,Wuppertal,MdAB / DAZ-Lehrerin,4844968685
2062,Bayram,Canan,NA,NA,https://www.facebook.com/Canan-Bayram-169703019755684/,NA,https://twitter.com/LieblingXhain,0,NA,1,83,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,11,0,4,0,1966,Berlin,"Malatya, Türkei",Rechtsanwältin,587862375
2064,Pau,Petra,NA,NA,https://www.facebook.com/petra.pau,NA,http://twitter.com/PetraPauMaHe,1,1,1,85,Berlin-Marzahn-Hellersdorf,11,1,3,0,1963,Berlin,Berlin,MdB / Lehrerin,560467206
2065,Liebich,Stefan,NA,NA,https://www.facebook.com/berlinliebich,NA,https://twitter.com/berlinliebich,1,2,1,76,Berlin-Pankow,11,1,3,1,1972,Berlin,Wismar,MdB / Dipl.-Betriebswirt (FH),1065899292
2066,Lötzsch,Gesine,Dr.,NA,https://www.facebook.com/gesine.loetzsch,NA,https://twitter.com/LoetzschMdB,1,3,1,86,Berlin-Lichtenberg,11,1,3,0,1961,Berlin,Berlin,MdB / Philologin,24178198
2067,Meiser,Pascal,NA,NA,https://www.facebook.com/pascalmeiser361/,NA,https://twitter.com/pascalmeiser,1,4,1,83,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,11,0,3,1,1975,Berlin,Saarbrücken,Dipl.-Politikwissenschaftler,314534724
2069,Taş,Hakan,NA,NA,https://www.facebook.com/hakan.tas.566,https://www.facebook.com/profile.php?id=100011940243287,https://twitter.com/HakanTasBerlin,1,6,1,77,Berlin-Reinickendorf,11,0,3,1,1966,Berlin,"Kemah, Türkei",MdAB,434158517
2071,Rauhut,Stephan,NA,NA,https://www.facebook.com/steverauhut.info/,NA,https://twitter.com/Steve_Rauhut,1,8,1,75,Berlin-Mitte,11,0,3,1,1972,Berlin,Hamburg,Theologe / Dipl.-Ingenieur,4927378581
2072,Brychcy,Franziska,NA,NA,https://www.facebook.com/franziska.brychcy,NA,https://twitter.com/F_Brychcy,1,9,1,79,Berlin-Steglitz-Zehlendorf,11,0,3,0,1984,Berlin,Meißen,MdAB / Studentin,837467563604979712
2076,Schramm,Julia,NA,NA,https://www.facebook.com/julia.u.schramm,NA,https://twitter.com/_juliaschramm,1,13,0,NA,NA,11,0,3,0,1985,Berlin,Frankfurt am Main,Autorin,47728577
2077,Bytyçi,Hamze,NA,NA,https://www.facebook.com/hamze.bytyci,NA,https://twitter.com/vonAmselfeld,1,14,0,NA,NA,11,0,3,1,1982,Berlin,"Prizren, Kosovo",Schauspieler,755124026
2078,Gysi,Gregor,Dr.,NA,https://www.facebook.com/gregor.gysi/,NA,https://twitter.com/gregorgysi,0,NA,1,84,Berlin-Treptow-Köpenick,11,1,3,1,1948,Berlin,Berlin,Rechtsanwalt,888289790
